transfer ke gopay dari jam 18 15 tidak masuk masuk	0,1 TRANSACTION_TRANSFER 0 -1,-1	2,3 TRANSACTION_TRANSFER 0 -1,-1	7,9 TRANSACTION_TRANSFER 0 7,9
live chat melalui email dan pusat pengaduan tidak ada respon sama sekali	0,2 CUSTOMER_SERVICE 1 -1,-1	9,10 CUSTOMER_SERVICE 1 -1,-1
kenapa ya untuk pas nya harus verifikasi terus lama sangat sudah mau 5hri	6,7 ONBOARDING_KYC 0 8,9
limit sudah muncul dan tinggal di tarik	0,1 ACCOUNT_MANAGEMENT 1 -1,-1
sulit bangett	-1,-1 FEATURES_PRODUCT 0 0,1
aku kasih bintang 3 soalnyaa sulit sangat cairin pinjaman	8,9 FEATURES_PRODUCT 0 5,6
data pribadi sudah terkirim	0,2 SECURITY_FRAUD 1 -1,-1
pinjaman pas tidak cair	0,1 FEATURES_PRODUCT 1 -1,-1
masa cuma bisa transfer dompet digital dana	3,4 TRANSACTION_TRANSFER 1 -1,-1	4,6 TRANSACTION_TRANSFER 1 -1,-1
saran aku perbanyak transfer ke dompet digital seperti ovo	8,9 TRANSACTION_TRANSFER 1 -1,-1
gopay	0,1 TRANSACTION_TRANSFER 1 -1,-1
dan lain - lain dan tambahkan fitur pembayaran qris agar menampilkan code qris di aplikasi superbank	6,7 FEATURES_PRODUCT 1 -1,-1	7,8 TRANSACTION_TRANSFER 1 -1,-1	8,9 TRANSACTION_TRANSFER 1 -1,-1
ada fitur pinjaman	1,2 FEATURES_PRODUCT 1 -1,-1	2,3 FEATURES_PRODUCT 1 -1,-1
bunga mahal	0,1 INTEREST_RETURNS 0 1,2
aku saja pakai bank saqu bunga pinjaman hanya 1	5,6 INTEREST_RETURNS 1 -1,-1
bunga pinjamannya kok besar sekali tidak bisa di lebih rendahkan dari bank bank rakyat indonesia yang kur minjam dua juta enam ratus bayarnya 4 juta lebih bukankah ini lebih berat iya saran aku lebih direndahkan bunga supaya bisa membantu kaum dhuafa pasti banknya semakin bagus	0,1 INTEREST_RETURNS 0 5,7	0,1 INTEREST_RETURNS 1 38,39
cuma jangan pernah coba pinjaman tunainya	4,5 FEATURES_PRODUCT 1 -1,-1
bunga nya gede sangat parah	0,1 INTEREST_RETURNS 0 4,5
pengkategorian cara bagus atas dompet digital melalui fitur transfer bank lain itu membingungkan	4,6 TRANSACTION_TRANSFER 2 2,3	7,8 FEATURES_PRODUCT 1 -1,-1	8,9 TRANSACTION_TRANSFER 0 12,13
saran untuk dibuatkan secara terpisah kategori dompet digital	6,8 TRANSACTION_TRANSFER 1 -1,-1
dan kedepannya tambahkan fitur transaksi ppob	4,5 TRANSACTION_TRANSFER 1 -1,-1
pembaruan bintang 5 jika sudah ada perubahan	0,1 APP_PERFORMANCE 1 -1,-1
awalnya oke	-1,-1 FEATURES_PRODUCT 2 1,2
lama kelamaan ada biaya tambahan yang lumayan besat untuk tenor 15 hari	3,4 FEES_CHARGES 0 0,1	9,10 INTEREST_RETURNS 0 -1,-1
kurang begitu bagus	-1,-1 FEATURES_PRODUCT 0 2,3
permisi ini kok aku setiap mau transfer ke superbank tidak bisa ya tidak masuk saldonya dan aku coba ke pusat bantuan bahkan ada tulisan maaf lagi ada gangguan	6,7 TRANSACTION_TRANSFER 0 9,11	12,14 TRANSACTION_TRANSFER 2 12,14	20,21 CUSTOMER_SERVICE 1 -1,-1	27,28 APP_PERFORMANCE 1 -1,-1
kalau ada gangguan kok lama ya sudah 2 minggu lebih aku mencoba tidak bisa bisa tolong bantuannya dong admin terimakasih	2,3 APP_PERFORMANCE 0 4,5	18,19 CUSTOMER_SERVICE 0 12,14
kenapa limit aku di blokir	1,2 ACCOUNT_MANAGEMENT 1 -1,-1	4,5 AUTH_ACCESS 1 -1,-1
aku rajin membayar dan aku tidak pernah menunggak bahkan aku sering lunasi pinjaman aku sebelum jatuh tempo	12,13 FEATURES_PRODUCT 0 -1,-1
kenapa aplikasi saya tidak bisa di gunakan ya	-1,-1 FEATURES_PRODUCT 0 3,5
kenapa uang aku di celengan	4,5 FEATURES_PRODUCT 1 -1,-1
tolong informasi nya dong admin terima kasih	4,5 CUSTOMER_SERVICE 1 -1,-1
bos superbank lagi error ya	-1,-1 APP_PERFORMANCE 0 3,4
kenapa aku tidak bisa buka	-1,-1 FEATURES_PRODUCT 0 2,4
aplikasi nya enak mudah	-1,-1 UI_UX_DESIGN 2 3,4
tidak ada aplikasi itu di akunya ada saldo	7,8 NOTIFICATION_INFO 1 -1,-1
bagus	-1,-1 FEATURES_PRODUCT 2 0,1
kenapa ada biaya tambahan ketika nasabah melakukan cicilan lebih awal dari jatuh tempo	2,3 FEES_CHARGES 1 -1,-1	7,8 FEATURES_PRODUCT 1 -1,-1
tolong solusi nya	-1,-1 FEATURES_PRODUCT 2 1,2
akun saya terkunci sudah 3 hari	2,3 AUTH_ACCESS 1 -1,-1
luar biasa bunga nya	2,3 INTEREST_RETURNS 2 0,2
nyoba2 pakai pinjaman pas	2,3 FEATURES_PRODUCT 1 -1,-1
pinjam 500 ribu ke potong administrasi 35 ribu jadi 485	5,6 FEES_CHARGES 1 -1,-1
luar biasa lebih2 dari bank emok	-1,-1 FEATURES_PRODUCT 2 0,2
superbank selalu bermasalah	-1,-1 FEATURES_PRODUCT 0 2,3
tolong cepat perbaiki	-1,-1 FEATURES_PRODUCT 1 1,2
uang yang dari grab mau di pakai bahkan ada kendala mana lebih dari sehari	-1,-1 FEATURES_PRODUCT 0 9,10
coba dulu kalau memuaskan baru kasih bintang lima	-1,-1 FEATURES_PRODUCT 2 3,4
terlalu sering error ketika mau transfer	5,6 TRANSACTION_TRANSFER 0 1,3
kok yang aku ada notifikasi defelofer matikan kenapa	4,5 NOTIFICATION_INFO 1 -1,-1
kalau bisa tolong tambahkan qris dan link untuk membeli suatu barang offline	4,5 TRANSACTION_TRANSFER 1 -1,-1
biar supaya mempermudah dan juga tambahkan bank bisnis barcode biar bisa langsung tanpa perlu meminta nomor	8,9 TRANSACTION_TRANSFER 1 -1,-1
edit kenapa pula tidak bisa masuk kalau pilihan pengembang nya on	-1,-1 FEATURES_PRODUCT 0 3,5
iya kasih peringatan ajalah tidak perlu tidak bisa masuk segala	-1,-1 FEATURES_PRODUCT 2 6,8
jadi rumit sangat	-1,-1 UI_UX_DESIGN 0 1,2
sudah dua hari error	-1,-1 APP_PERFORMANCE 0 3,4
tidak bisa untuk apa - apa	-1,-1 FEATURES_PRODUCT 0 0,2
chat administrasi juga tidak bisa	1,2 FEES_CHARGES 0 3,5
lumayan walapun tidak bisa	-1,-1 FEATURES_PRODUCT 0 2,4
untuk transaksi sih ok	1,2 TRANSACTION_TRANSFER 1 -1,-1
untuk pencairan uang dari saldo grab ke superbank itu terlalu mahall	1,2 TRANSACTION_TRANSFER 1 -1,-1	4,5 NOTIFICATION_INFO 1 -1,-1
lebih mahal dari transaksi beda bank	3,4 TRANSACTION_TRANSFER 0 1,2
transaksi sesama mitra di kenakan biaya yang mahal	5,6 FEES_CHARGES 0 7,8
fitur pinjamannya kok tidak ada	0,1 FEATURES_PRODUCT 1 -1,-1
kacau kacau	-1,-1 FEATURES_PRODUCT 0 0,1
kenapa tidak bisa di buka admin akun saya	5,6 CUSTOMER_SERVICE 0 1,3
kata sandi	0,2 AUTH_ACCESS 1 -1,-1
saat lupa pin otp aku tidak bisa terima sms	1,3 AUTH_ACCESS 0 -1,-1	3,4 AUTH_ACCESS 0 5,7
kenapa iya akhir nih tiap masuk aplikasi ada notifikasi superbank telah berhenti trs	8,9 NOTIFICATION_INFO 1 -1,-1
mengira ada pembaruan ternyata gada	2,3 APP_PERFORMANCE 1 -1,-1
aku kurang tahu soalnya belum saya menggunakan aplikasi superbank	-1,-1 FEATURES_PRODUCT 0 1,2
sulit verifikasi wajah untuk android 8	1,3 ONBOARDING_KYC 0 0,1
baru dwnld tidak bisa pas ajuin proses gagal	-1,-1 APP_PERFORMANCE 0 2,4
akir akir ini sering gangguan tidak tahu kenapa	4,5 APP_PERFORMANCE 1 -1,-1
proses sig ini sangat lancar banget suka sangat sama apl ini	-1,-1 FEATURES_PRODUCT 2 6,7
tidak ada fitur pinjam atur sendiri	2,3 FEATURES_PRODUCT 1 -1,-1
awalnya sangat nyaman	-1,-1 FEATURES_PRODUCT 2 2,3
sekarang mau pinjaman ada biaya potongan awal mau lunasi saja ada penaltynya	2,3 FEATURES_PRODUCT 1 -1,-1	4,5 FEES_CHARGES 1 -1,-1	5,6 FEES_CHARGES 1 -1,-1
pelayanan kendalanya agak lambat kurang satset mecahin permasalahan	0,1 CUSTOMER_SERVICE 0 3,4
tidak pernah nggak	-1,-1 FEATURES_PRODUCT 0 0,2
limit utuh	0,1 ACCOUNT_MANAGEMENT 1 -1,-1
tidak enak nya juga limit 30 berubah jadi 2	4,5 ACCOUNT_MANAGEMENT 1 -1,-1
aplikasi mudah pencairan	2,3 TRANSACTION_TRANSFER 2 1,2
dalam masalah pembayaran masih tertinggal dengan aplikasi lain	2,3 TRANSACTION_TRANSFER 1 -1,-1
sprbank belum bisa melakukan pembayaran suka - suka setiap saat	4,5 TRANSACTION_TRANSFER 2 1,3
aplikasi lain sudah memberikan kemudahan untuk membayar suka - suka setiap saat jadi tidak terasa sudah lunas tagihan bulanan	17,18 TRANSACTION_TRANSFER 2 -1,-1
tenor cicilan hanya 6bln	0,1 INTEREST_RETURNS 1 -1,-1	1,2 FEATURES_PRODUCT 1 -1,-1
sebaiknya jangan sampai ketinggalan dengan aplikasi serupa seperti gopay pinjam	8,9 TRANSACTION_TRANSFER 1 -1,-1
para pelaku usaha umkm lebih suka bisa bayar cicil suka - suka setiap hari	-1,-1 FEATURES_PRODUCT 2 5,6
kecewa	-1,-1 FEATURES_PRODUCT 0 0,1
aku baru pertama kali pengin mengajukan pinjaman di ovo di arahkan ke aplikasi ini superbank	6,7 FEATURES_PRODUCT 1 -1,-1	8,9 TRANSACTION_TRANSFER 1 -1,-1
tidak dipilih tidak bisa mengajukan pinjaman	5,6 FEATURES_PRODUCT 2 2,4
pdhl aku bertahun2 lama nya mengunakan aplikasi ovo	7,8 TRANSACTION_TRANSFER 0 3,4
berkali suruh gonta ganti pin	4,5 AUTH_ACCESS 1 -1,-1
gilirin di coba sign ini maaf gangguan trs	6,7 APP_PERFORMANCE 1 -1,-1
aplikasi tidak bagus	-1,-1 FEATURES_PRODUCT 0 2,3
kenapa saya kasih bintang 3 karena pengajuan aku selalu di tolak enth kenapa apa kendalanya sampai di tolak terus	6,7 ONBOARDING_KYC 1 -1,-1
kenapa selalu gangguan pastikan ponsel kamu tidak ada masalah	2,3 APP_PERFORMANCE 2 6,9
mau upgred ovo nabung ke superbank gagal terus	2,3 TRANSACTION_TRANSFER 0 6,7
hadiah nya tidak ada yang isi 50 rb	0,1 INTEREST_RETURNS 1 -1,-1
memang kalau untuk yang lain bagus cepat	-1,-1 FEATURES_PRODUCT 2 5,6
kalau untuk hadiah buruk	2,3 INTEREST_RETURNS 0 3,4
mudah untuk pendaftaran	2,3 ONBOARDING_KYC 2 0,1
deposito nya tinggi	0,1 INTEREST_RETURNS 2 2,3
cair nya lama harusnya diawal bilang dong	-1,-1 FEATURES_PRODUCT 0 2,3
bunga gede bener	0,1 INTEREST_RETURNS 1 -1,-1
kaget sangat waktu pencairan ada biaya administrasi nya	3,4 TRANSACTION_TRANSFER 1 -1,-1	5,7 FEES_CHARGES 1 -1,-1
superbank cashback ganti platform pembayaran digital jangan ovo	1,2 INTEREST_RETURNS 1 -1,-1	4,5 TRANSACTION_TRANSFER 1 -1,-1	7,8 TRANSACTION_TRANSFER 1 -1,-1
duit saya hilang di ovo	4,5 TRANSACTION_TRANSFER 0 2,3
aku kecewa pembayaran grab merchant sering gagal bahkan pending lebih dari 2 hari	2,3 TRANSACTION_TRANSFER 0 6,7
aplikasi juga sering pemeliharaan sistem di jam yang tidak wajib belajar pagi hari jam 4 - 8 pagi yang berakibat aku tutup sementara usaha karena dana untuk belanja tertahan di rekening superbank	3,4 APP_PERFORMANCE 1 -1,-1
awal awal senang sekali tiap hari lancar jaya pencairan 2x sehari	8,9 TRANSACTION_TRANSFER 2 6,8
kenapa aku tidak bisa masuk	-1,-1 FEATURES_PRODUCT 0 2,4
mahal kali bunga ny	2,3 INTEREST_RETURNS 0 0,1
terlalu mahal	-1,-1 FEES_CHARGES 0 1,2
aku kecewa pengajuan pas aku selalu ditolak	2,3 ONBOARDING_KYC 0 1,2
aku sering transaksi dan data diri aku semua benar	2,3 TRANSACTION_TRANSFER 1 -1,-1	4,6 ONBOARDING_KYC 1 -1,-1
kok otp aku tidak kekirim2	1,2 AUTH_ACCESS 1 -1,-1
sudah 1 hari aku coba terus tidak bisa	-1,-1 FEATURES_PRODUCT 0 6,8
menunggu bisa login kembali	2,3 AUTH_ACCESS 1 -1,-1
superbank bagaimana masa mau bayar sebelum jatuh tempo kena denda tambahan 5 bagusan skema yang dulu tolong di perbaiki	-1,-1 FEATURES_PRODUCT 0 18,19
setelah mendaftar di superbank aku tidak bisa mengajukan pinjaman pas	1,2 ONBOARDING_KYC 0 -1,-1	8,9 FEATURES_PRODUCT 0 5,7
ini uang aku hilang kmna iya baru mengisi kok uang tidak ada	-1,-1 FEATURES_PRODUCT 0 3,4
aku kasih bintang soalnya belum jelas	-1,-1 FEATURES_PRODUCT 0 5,6
aku ada saldo di aplikasi ini 40 ribu	2,3 NOTIFICATION_INFO 1 -1,-1
kok tidak bisa di transfer ya	4,5 TRANSACTION_TRANSFER 0 1,3
katanya minimal transfer 10 ribu	2,3 TRANSACTION_TRANSFER 1 -1,-1
sangat membantu	-1,-1 FEATURES_PRODUCT 2 0,2
kenapa sekarang untuk biaya administrasi pencairan di adakan dan mahal sangat disayangkan	3,5 FEES_CHARGES 0 -1,-1	5,6 TRANSACTION_TRANSFER 0 9,10
kenapa sekarang ada potongam administrasi yang sangat besar	4,5 FEES_CHARGES 2 7,8
kok makin buruk	-1,-1 FEATURES_PRODUCT 0 1,3
minusnya tidak ada fitur kirim ke dompet digital	3,4 FEATURES_PRODUCT 1 -1,-1	6,8 TRANSACTION_TRANSFER 1 -1,-1
kenapa uang aku tidak masuk	3,5 TRANSACTION_TRANSFER 0 3,5
pembaruan terus	0,1 APP_PERFORMANCE 1 -1,-1
uang aku qris 6x belum masuk2 kalau sudah masuk	2,3 TRANSACTION_TRANSFER 1 -1,-1
atau kembali uang ke ovo aku ganti bintang 5	4,5 TRANSACTION_TRANSFER 1 -1,-1
bayar tagihan via aplikasi harusnya tidak kenal tanggal merah hari libur	0,2 TRANSACTION_TRANSFER 1 -1,-1
ini bayar tagihan pinjaman proses nya luuaammaa	3,4 FEATURES_PRODUCT 1 -1,-1
superbank lagi error tolong di percepat perbaikan nya	-1,-1 APP_PERFORMANCE 0 2,3
kenapa tidak bisa di buka iya kakak	-1,-1 FEATURES_PRODUCT 0 1,3
bagus atas ovo terbyata otomatis masuk ke superbank	2,3 TRANSACTION_TRANSFER 2 0,1
di ovo jadi nol saldonya	1,2 TRANSACTION_TRANSFER 1 -1,-1
sementara superbank tidak bisa sih buka alias error	-1,-1 APP_PERFORMANCE 0 2,4
ada saldo aku disitu	1,2 NOTIFICATION_INFO 1 -1,-1
saat ada perbaikan terlalu lama selesainya	-1,-1 FEATURES_PRODUCT 0 4,5
pinjaman baru cair sudah dipotong dluan	0,1 FEATURES_PRODUCT 1 -1,-1	4,5 FEES_CHARGES 1 -1,-1
diawal2 tidak ada potongan ya sangat meresahkan	3,4 FEES_CHARGES 1 -1,-1
tolong fitur nya di tambah bisa isi pulsa	1,2 FEATURES_PRODUCT 1 -1,-1	7,8 TRANSACTION_TRANSFER 1 -1,-1
pdam	0,1 TRANSACTION_TRANSFER 1 -1,-1
bunga pinjaman seandainya bisa di ringankan	0,1 INTEREST_RETURNS 1 -1,-1	1,2 FEATURES_PRODUCT 1 -1,-1
infonya pemeliharaan sampai jam 5	1,2 APP_PERFORMANCE 1 -1,-1
46 kok masih tidak bisa diakses	-1,-1 FEATURES_PRODUCT 0 3,5
ada notifikasi kalau per 6 januari 2026 masih bebas biaya administrasi dengan suku bunga 0	1,2 NOTIFICATION_INFO 2 -1,-1	9,11 FEES_CHARGES 2 8,10	12,14 INTEREST_RETURNS 2 -1,-1
dapat notifikasi lagi kalau per tanggal 8 januari 2026 kena biaya administrasi dengan suku bunga 0	1,2 NOTIFICATION_INFO 1 -1,-1	10,12 FEES_CHARGES 1 -1,-1	13,15 INTEREST_RETURNS 1 -1,-1
pinjaman tidak berkurang daripada suku bunga 0	0,1 FEATURES_PRODUCT 2 2,3
bagaimana cara hapus akun ya	2,4 ACCOUNT_MANAGEMENT 1 -1,-1
kenapa aku tidak bisa masuk ke akun aku	-1,-1 FEATURES_PRODUCT 0 2,4
malah sayah di suruh menghubungi customer service dan dikenakan biyaya	5,7 CUSTOMER_SERVICE 1 -1,-1
kak kenapa akun bank ku tidak bisa di buka iya	-1,-1 FEATURES_PRODUCT 0 5,7
sebelumnya lancar saja loh tolong di bantu kak	-1,-1 FEATURES_PRODUCT 2 1,2
kasih bintang 3 dulu soalnya lama verifikasi akun nya dari pagi belum dapat kepastian	6,7 ONBOARDING_KYC 0 5,6
nanti kalau sudah berhasil ta kasih bintang 5	-1,-1 FEATURES_PRODUCT 2 3,4
kepada superbank aku sangat menyayangkan dengan penilaian yang kurang tepat aku sangat membutuhkan bantuan pinjaman di dari aplikasi superbank	13,14 CUSTOMER_SERVICE 0 9,10	14,15 FEATURES_PRODUCT 0 -1,-1
tidak naik2 limit iya sudah berapa kali pinjam segitu saja	2,3 ACCOUNT_MANAGEMENT 1 -1,-1
kakak mohon maaf kenapa masuk ke aplikasi nya sulit ya	-1,-1 FEATURES_PRODUCT 0 8,9
enggak ada fitur transfer ke e walet lainnya seperti dana shopeepay	2,3 FEATURES_PRODUCT 1 -1,-1	3,4 TRANSACTION_TRANSFER 1 -1,-1	10,11 TRANSACTION_TRANSFER 1 -1,-1
kok di aplikasi nih tidak ada pinjaman sih	6,7 FEATURES_PRODUCT 1 -1,-1
otp tidak ada pilihan lewat wa	0,1 AUTH_ACCESS 1 -1,-1
aku tidak bisa login nomer ponsel sudah hilang	1,4 AUTH_ACCESS 0 1,3
aplikasi buruk bgt	-1,-1 FEATURES_PRODUCT 0 1,2
customer service enggak ngerspon	0,2 CUSTOMER_SERVICE 1 -1,-1
aku tadi habis transfer	3,4 TRANSACTION_TRANSFER 1 -1,-1
belum masuk	0,2 TRANSACTION_TRANSFER 0 0,2
di bukti transaksi berhasil aneh	2,3 TRANSACTION_TRANSFER 2 3,4
kenapa akun aku selalu terkendala saat mau login	7,8 AUTH_ACCESS 0 4,5
sudah 3 bulan soalnya sama semua untuk sistem bunga nya juga masih agak kurang jelas dapat bunga dari endap saldo di bank atau di ovo nya karena kan kerja sama itu	8,9 INTEREST_RETURNS 0 14,15	19,20 NOTIFICATION_INFO 0 -1,-1	24,25 TRANSACTION_TRANSFER 0 -1,-1
gagal terus daftar customer layan nya tidak ramah	2,3 ONBOARDING_KYC 0 0,1
masih bingung dengan aplikasi seperti ovo mengharuskan donwload superbank biar bisa mengajukan pinjaman	5,6 TRANSACTION_TRANSFER 1 -1,-1	12,13 FEATURES_PRODUCT 1 -1,-1
ini kenapa aku tiba tiba tidak bisa login ya	5,8 AUTH_ACCESS 0 5,7
dan untuk hubungin customer layan bagaimana iya untuk mengirimkan foto kendala saya ini	-1,-1 FEATURES_PRODUCT 0 10,11
aplikasi ini sangat mudah	-1,-1 UI_UX_DESIGN 2 2,4
kenapa aku tidak bisa mengajukan pinjaman di superbank	5,6 FEATURES_PRODUCT 0 2,4
aku tidak bisa login ke superbank saya	1,4 AUTH_ACCESS 0 1,3
ada ket ponsel bermasalah	-1,-1 FEATURES_PRODUCT 0 3,4
kenapa kalau login itu sulit sih di suruh foto ktp juga seperti bikin dari awal	2,3 AUTH_ACCESS 0 4,5	8,10 ONBOARDING_KYC 0 -1,-1
saya coba unlink terus saya coba link lagi bahkan tidak bisa juga	-1,-1 FEATURES_PRODUCT 0 9,11
hari ini mau pakai pembayaran superbank di grab knapa tidak bisa	4,5 TRANSACTION_TRANSFER 0 9,11
statusnya perangkat kamu tidak kompatibel	1,2 AUTH_ACCESS 1 -1,-1	4,5 APP_PERFORMANCE 1 -1,-1
nomor ponsel aku yang terdaptar hilang bagaimana cara ya ganti nomor ponsel yang baru sedang kan pas login butuh otp nomor ponsel yang lama tolong d	9,11 ACCOUNT_MANAGEMENT 0 5,6	17,18 AUTH_ACCESS 0 -1,-1	19,20 AUTH_ACCESS 0 23,24
semoga bermanfaat dan membantu	-1,-1 FEATURES_PRODUCT 2 3,4
masa login setelah memasuki otp verifikasi wajah hanya muter2 tidak kebuka	1,2 AUTH_ACCESS 1 -1,-1	4,5 AUTH_ACCESS 1 -1,-1	5,7 ONBOARDING_KYC 1 -1,-1
tolong perbaiki	-1,-1 FEATURES_PRODUCT 0 1,2
tidak bisa mengajukan pinjaman	3,4 FEATURES_PRODUCT 0 0,2
terlalu rumit	-1,-1 UI_UX_DESIGN 0 1,2
tolong jelas kan	-1,-1 FEATURES_PRODUCT 2 1,2
superbank mudah pendaftarannya dengan sign ini lancar cukup pembaruan aplikasi saja	8,9 APP_PERFORMANCE 2 6,7
bisa transaksi dimana saja	1,2 TRANSACTION_TRANSFER 1 -1,-1
banyak promonya dan berbunga ovo sampai 5 dan bebas simpan saldonya	4,5 TRANSACTION_TRANSFER 1 -1,-1
kenapa tidak muncul saldo nya	3,4 NOTIFICATION_INFO 0 1,3
pembayaran seminggu lebih cepat dari jayoh tempo	0,1 TRANSACTION_TRANSFER 2 3,4
aku coba ajuin lagi sedang dalam proses verifikasi lagi dan sudah 3 bulan proses verifikasi	7,8 ONBOARDING_KYC 1 -1,-1
sebuah titik saja jika sudah tidak bisa ajuin lagi	-1,-1 FEATURES_PRODUCT 0 5,7
tolong informasinya kalau habis pengajuan pinjaman tiba tiba logistik keluar sendiri tidak bisa dilog ini lagi kenapa iya	4,5 ONBOARDING_KYC 0 -1,-1	5,6 FEATURES_PRODUCT 0 -1,-1	9,11 APP_PERFORMANCE 0 9,11
butuh solusi teman siapa tahu ada yang sama ngalami	-1,-1 FEATURES_PRODUCT 2 1,2
pinjaman aku 1 juta terus di bayar 150 ribu lebih	0,1 FEATURES_PRODUCT 1 -1,-1
bukanya berkurang	-1,-1 FEATURES_PRODUCT 0 1,2
kalaupun terlambat bayar setidaknya terbesar denda dan bunga nya	7,8 INTEREST_RETURNS 1 -1,-1
otp tidak masuk2	0,1 AUTH_ACCESS 1 -1,-1
pulsa ada	0,1 TRANSACTION_TRANSFER 1 -1,-1
kok fitur pinjamannya enggak ada ya	1,2 FEATURES_PRODUCT 1 -1,-1
jelas - jelas sebelum unduh terlihat fitur pinjam	6,7 FEATURES_PRODUCT 2 0,1
tidak bisa foto ktp pas pembuatan akun	2,4 ONBOARDING_KYC 0 0,2
bunga pinjaman 9 kecilin dong sampai 2 nanti aku unduh lagi	0,1 INTEREST_RETURNS 1 -1,-1	1,2 FEATURES_PRODUCT 1 -1,-1
kok akun superbank aku tidak bisa di akses ya	-1,-1 FEATURES_PRODUCT 0 4,6
aku kecewa setelah daftar superbank baner pas pinjaman atur sendiri tidak ada	3,4 ONBOARDING_KYC 0 1,2	7,8 FEATURES_PRODUCT 0 -1,-1
mantap	-1,-1 FEATURES_PRODUCT 2 0,1
sayang pas pinjaman di tolak	2,3 FEATURES_PRODUCT 1 -1,-1
akun aku tidak bisa di buka	-1,-1 FEATURES_PRODUCT 0 2,4
sulit sekali untuk laporan nya untuk pulihkan akun	3,4 CUSTOMER_SERVICE 0 0,1
kecewa sangat dengan layanan seperti ini	3,4 FEATURES_PRODUCT 0 0,1
aplikasi mudah di gunakan	-1,-1 UI_UX_DESIGN 2 1,2
sayang kenapa harus pakai kunci password di layar hp	5,6 AUTH_ACCESS 1 -1,-1
kan sudah pakai pin	3,4 AUTH_ACCESS 1 -1,-1
kalau terjadi kecelakaan dengan layar ponsel yang terkunci	7,8 AUTH_ACCESS 1 -1,-1
tidak bisa menelpon anggota keluarga di rumah karena tidak tahu password kunci layar ponsel	10,11 AUTH_ACCESS 0 -1,-1
peroses sign ini lancar	-1,-1 FEATURES_PRODUCT 2 3,4
mudah untuk peroses pendaftaran saldo ovo bebrbunga 5	3,4 ONBOARDING_KYC 2 0,1	4,5 NOTIFICATION_INFO 2 -1,-1	5,6 TRANSACTION_TRANSFER 2 -1,-1
bebas simpan saldo	2,3 NOTIFICATION_INFO 1 -1,-1
transaksi di mana saja	0,1 TRANSACTION_TRANSFER 1 -1,-1
tidak bisa	-1,-1 FEATURES_PRODUCT 0 0,2
malah suruh aktifkan kode keamanan apalah itu	4,5 SECURITY_FRAUD 1 -1,-1
aplikasi nya sangat bagus pendaftaran lancar dan sangat cepat sangat bagus untuk di gunakan	4,5 ONBOARDING_KYC 2 9,11
aku salah password	2,3 AUTH_ACCESS 1 -1,-1
habis itu mengikuti langkah2 yang di instruksi kan untuk masuk sampai 3 hari suruh ulang2 terus masih tidak bisa masuk di dalam masih ada nominal uang aku tolong di bantu	-1,-1 FEATURES_PRODUCT 0 17,19
pinjam saldo 2 pulu juta	1,2 NOTIFICATION_INFO 1 -1,-1
kenapa aku tidak bisa login ke akun saya	2,5 AUTH_ACCESS 0 2,4
saya cek kenapa juga akun aku ada di hack bajak sama perangkat lain	8,9 SECURITY_FRAUD 1 -1,-1	11,12 AUTH_ACCESS 1 -1,-1
dari semenjak pakai aplikasi ini sampai bulan oktober setiap bulan di tanggal 28 jam 2 pagi selalu dapat bunga	18,19 INTEREST_RETURNS 1 -1,-1
buruk sangat kalau sampai tidak ada bunga lagi lebih baik uninstall ajalah	6,7 INTEREST_RETURNS 0 0,1
admin tolong dong akun saya tidak bisa dibuka	0,1 CUSTOMER_SERVICE 0 -1,-1	5,8 APP_PERFORMANCE 0 5,7
untuk pengaturan lokasi sudah di atur dan di izin kan masih gagal mulu	1,2 ACCOUNT_MANAGEMENT 0 -1,-1
kenapa iya daftar gagal terus	2,3 ONBOARDING_KYC 0 3,4
sudah 3hari daftar ulang terus	2,3 ONBOARDING_KYC 1 -1,-1
aku belum bisa akses fitur pas nya buruk	4,5 FEATURES_PRODUCT 0 7,8
tolong akun aku terblokir baru pakai beberapa hari	3,4 AUTH_ACCESS 0 3,4
aplikasi ini mungkin membantu kbutuhan dana darurat iya walau bunga lumayan tinggi	9,10 INTEREST_RETURNS 2 3,4
tolong iya jangan spam telpon tiap hari	-1,-1 FEATURES_PRODUCT 2 3,4
remind via whatsapp pun sudah di respon	2,3 CUSTOMER_SERVICE 1 -1,-1	6,7 CUSTOMER_SERVICE 1 -1,-1
kenapa setiap mau buka pusat bantuan selalu gangguan	5,6 CUSTOMER_SERVICE 1 -1,-1	7,8 APP_PERFORMANCE 1 -1,-1
mau buka menu bantuan saja sulit apa lagi kalau nanti nya ada masalah yang lebih sementara aku kasih bintang 3	2,3 UI_UX_DESIGN 0 -1,-1	3,4 CUSTOMER_SERVICE 0 5,6
kalau sudah di respon aku kasih 5	3,4 CUSTOMER_SERVICE 1 -1,-1
sebenarnya bagus aplikasi nya	-1,-1 FEATURES_PRODUCT 2 1,2
sayang nya saat aku butuh hubungi pusat bantuan	7,8 CUSTOMER_SERVICE 1 -1,-1
di aplikasi tidak bisa di klik	-1,-1 FEATURES_PRODUCT 0 2,4
selalu di bilang ada gangguan	4,5 APP_PERFORMANCE 1 -1,-1
coba lagi nanti tolong di perbaiki agar kami bisa hubungan customer service pusat bantuan	10,12 CUSTOMER_SERVICE 0 5,6	13,14 CUSTOMER_SERVICE 0 -1,-1
nau daftar	1,2 ONBOARDING_KYC 1 -1,-1
